,ID,Is Library,Duplicated Count,Name Manual,Name Normalized - No Space,Name with Owner,Stars Count,Description,Keywords,URL,Homepage URL,Host Type,Fork,Created Timestamp,Updated Timestamp,Last pushed Timestamp,Size,Language,Issues enabled,Wiki enabled,Pages enabled,Forks Count,Mirror URL,Open Issues Count,Default branch,Watchers Count,UUID,Fork Source Name with Owner,License,Contributors Count,Readme filename,Changelog filename,Contributing guidelines filename,License filename,Code of Conduct filename,Security Threat Model filename,Security Audit filename,Status,Last Synced Timestamp,SourceRank,Display Name,Dummy,SCM type,Pull requests enabled,Logo URL,Name,Owner,Name Normalized,Host Repo IDs
511,3772646,y,1,,soccer,davidpetrov/Soccer,5.0,Soccer predictions by machine learning,,https://github.com/davidpetrov/Soccer,,GitHub,False,2015-12-04 16:38:15 UTC,2017-07-26 14:51:40 UTC,2018-02-12 00:13:31 UTC,131786.0,Java,True,True,False,7.0,,0.0,master,2.0,47416227,,,0,,,,,,,,,,3,GitHub,,git,,,Soccer,davidpetrov,soccer,3772646
512,36006985,y,1,,soaplite,SINGROUP/SOAPLite,25.0,Fast lightweight SOAP implementation for machine learning in quantum chemistry and materials physics.,"c,machine-learning,python,soap",https://github.com/SINGROUP/SOAPLite,,GitHub,False,2018-02-01 13:36:45 UTC,2019-08-02 13:11:36 UTC,2019-04-03 14:11:52 UTC,179166.0,C,True,True,False,11.0,,0.0,master,7.0,119840425,,LGPL-3.0,3,README.md,,,LICENSE,,,,,2019-08-02 13:11:36 UTC,5,GitHub,,git,,,SOAPLite,SINGROUP,soaplite,36006985
513,32805588,y,1,,snowleopard,Nova41/SnowLeopard,17.0,Open-source Anti Cheat based on Machine Learning,,https://github.com/Nova41/SnowLeopard,,GitHub,False,2018-01-30 12:26:38 UTC,2018-03-21 21:36:02 UTC,2018-03-10 10:48:36 UTC,109.0,Java,True,True,False,7.0,,0.0,new,8.0,119532693,,GPL-3.0,1,README.MD,,,LICENSE,,,,,2018-02-10 12:45:58 UTC,4,GitHub,,git,,,SnowLeopard,Nova41,snowleopard,32805588
514,22783638,y,1,,snowball,davidsbatista/Snowball,69.0,"Implementation with some extensions of the paper ""Snowball: Extracting Relations from Large Plain-Text Collections"" (Agichtein and Gravano, 2000)","bootstrapping,information-extraction,nlp,relationship-extraction,semi-supervised-learning,tf-idf",https://github.com/davidsbatista/Snowball,,GitHub,False,2015-09-05 18:28:58 UTC,2019-11-27 09:23:37 UTC,2019-10-16 16:29:32 UTC,33.0,Python,True,True,False,20.0,,0.0,master,5.0,41971334,,GPL-3.0,1,README.md,,,,,,,,2017-04-05 08:28:32 UTC,6,GitHub,,git,,,Snowball,davidsbatista,snowball,22783638
515,33492235,y,1,,snipsnlu,snipsco/snips-nlu,3045.0,Snips Python library to extract meaning from text,"bot,chatbot,information-extraction,intent-classification,intent-parser,machine-learning,machine-learning-library,ml,named-entity-recognition,ner,nlp,nlu,python,slot-filling,snips,text-classification",https://github.com/snipsco/snips-nlu,https://snips-nlu.readthedocs.io/,GitHub,False,2017-02-08 16:16:36 UTC,2019-11-23 02:10:23 UTC,2019-11-07 15:20:22 UTC,20278.0,Python,True,True,False,326.0,,35.0,master,125.0,81349068,,Apache-2.0,14,README.rst,CHANGELOG.md,CONTRIBUTING.rst,LICENSE,CODE_OF_CONDUCT.md,,,,2019-09-06 13:12:56 UTC,10,GitHub,,git,,,snips-nlu,snipsco,snips nlu,33492235
516,12356510,y,1,,snapr,zerofox-oss/SNAP_R,87.0,A machine learning based social media pen-testing tool,,https://github.com/zerofox-oss/SNAP_R,,GitHub,False,2016-07-28 20:35:35 UTC,2018-05-22 09:51:37 UTC,2016-09-29 20:16:27 UTC,37.0,Python,True,True,False,27.0,,1.0,master,19.0,64426471,,Other,0,,,,,,,,,2016-08-06 21:10:33 UTC,4,GitHub,,git,,,SNAP_R,zerofox-oss,snap r,12356510
517,39850088,y,1,,snake,valentinmace/snake,10.0,Neural Network trained by genetic algorithm playing snake game,,https://github.com/valentinmace/snake,,GitHub,False,2018-10-31 03:52:30 UTC,2019-11-16 22:40:02 UTC,2019-08-08 09:46:39 UTC,1625.0,Python,True,True,False,3.0,,0.0,master,2.0,155495668,,MIT,1,README.md,,,LICENSE,,,,,2019-10-30 04:17:12 UTC,5,GitHub,,git,,,snake,valentinmace,snake,39850088
518,12660458,y,1,,smac3,automl/SMAC3,343.0,Sequential Model-based Algorithm Configuration,"algorithm-configuration,automated-machine-learning,automl,bayesian-optimisation,bayesian-optimization,configuration,hyperparameter-optimization,hyperparameter-search,hyperparameter-tuning",https://github.com/automl/SMAC3,http://automl.org/smac/,GitHub,False,2016-08-17 10:58:05 UTC,2019-04-08 03:24:46 UTC,2019-04-07 16:50:41 UTC,25954.0,Python,True,False,True,94.0,,37.0,master,29.0,65900469,,Other,5,README.md,,,LICENSE,,,,,2016-08-17 11:02:29 UTC,8,GitHub,,git,,,SMAC3,automl,smac3,12660458
519,29291205,y,1,,sling,google/sling,1607.0,SLING - A natural language frame semantics parser,"frame-semantic-parsing,jit-compiler,machine-learning,natural-language-processing,natural-language-understanding,neural-network,nlp",https://github.com/google/sling,,GitHub,False,2017-04-25 10:47:40 UTC,2018-12-23 17:42:24 UTC,2018-12-21 14:43:00 UTC,4244.0,C++,True,False,False,222.0,,9.0,master,114.0,89349679,,Apache-2.0,6,README.md,,CONTRIBUTING.md,LICENSE,,,,,2017-10-12 15:59:51 UTC,8,GitHub,,git,,,sling,google,sling,29291205
520,36670396,y,1,,skynet,Tyill/skynet,45.0,neural net with blackjack and hookers,"artificial-intelligence,convolutional-neural-networks,convolutional-neural-networks-cnn,deep-learning,deep-neural-networks,machine-learning",https://github.com/Tyill/skynet,,GitHub,False,2018-08-13 12:59:03 UTC,2019-07-29 17:43:37 UTC,2019-07-29 16:05:46 UTC,89626.0,C++,True,True,False,9.0,,0.0,master,6.0,144580204,,MIT,1,README.md,,CONTRIBUTING.md,LICENSE,,,,,2019-07-29 17:43:37 UTC,6,GitHub,,git,,,skynet,Tyill,skynet,36670396
521,36813293,y,1,,skeletor,noahgolmant/skeletor,36.0,A tiny module for machine learning experiment orchestration,,https://github.com/noahgolmant/skeletor,,GitHub,False,2018-10-21 05:45:53 UTC,2018-11-22 17:56:35 UTC,2018-11-22 17:54:09 UTC,78.0,Python,True,True,False,2.0,,7.0,master,3.0,153977484,,MIT,2,README.md,,,LICENSE,,,,,2018-11-22 17:56:35 UTC,5,GitHub,,git,,,skeletor,noahgolmant,skeletor,36813293
523,3406299,y,1,,simd,ermig1979/Simd,926.0,"C++ image processing and machine learning library with using of SIMD: SSE, SSE2, SSE3, SSSE3, SSE4.1, SSE4.2, AVX, AVX2, AVX-512, VMX(Altivec) and VSX(Power7), NEON for ARM.","altivec,arm,avx,avx2,avx512,c-plus-plus,haar-cascade,image-processing,lbp,machine-learning,neon,neural-network,powerpc,simd,simd-library,sse,sse2,sse41,ssse3,vsx",https://github.com/ermig1979/Simd,http://ermig1979.github.io/Simd/,GitHub,False,2015-03-25 15:24:55 UTC,2019-12-27 23:46:09 UTC,2019-12-27 15:29:41 UTC,26265.0,C++,True,True,True,243.0,,12.0,master,94.0,32873163,,MIT,2,,,,,,,,,2017-11-24 18:53:03 UTC,8,GitHub,,git,,,Simd,ermig1979,simd,3406299
524,30053255,y,1,,sianet,deepakkumar1984/SiaNet,174.0,"A C# deep learning library, human friendly, CUDA/OpenCL supported, well structured, easy to extend","artificial-intelligence,cognitive-services,deep-learning,deep-neural-network,image-classification,image-processing,machine-learning,neural-network,object-detection",https://github.com/deepakkumar1984/SiaNet,https://deepakkumar1984.github.io/SiaNet/,GitHub,False,2017-10-23 23:30:53 UTC,2019-03-25 08:19:23 UTC,2019-03-25 07:32:12 UTC,76089.0,C#,True,True,True,58.0,,8.0,master,30.0,108052184,,MIT,4,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-03-25 08:19:23 UTC,10,GitHub,,git,,,SiaNet,deepakkumar1984,sianet,30053255
525,16694501,y,1,,sia,syntropy-ai/sia,5.0,Electron tool for running layered neural network experiments,,https://github.com/syntropy-ai/sia,,GitHub,False,2016-12-05 06:44:52 UTC,2017-09-10 23:29:54 UTC,2017-04-21 04:47:06 UTC,67.0,JavaScript,True,True,False,1.0,,0.0,master,2.0,75596847,,GPL-3.0,1,README.md,,,LICENSE,,,,,2016-12-05 06:45:24 UTC,5,GitHub,,git,,,sia,syntropy-ai,sia,16694501
526,20394092,y,1,,sharplearning,mdabros/SharpLearning,227.0,Machine learning for C# .Net,"adaboost,cross-validation,csharp,decision-trees,deep-learning,dotnet,ensemble-learning,gradient-boosting-machine,learning,machine,machine-learning,metrics,neural-nets,opensource,random-forest",https://github.com/mdabros/SharpLearning,,GitHub,False,2017-02-14 19:46:39 UTC,2019-10-27 00:41:37 UTC,2019-10-26 22:04:46 UTC,3949.0,C#,True,True,False,56.0,,40.0,master,32.0,81982584,,Other,9,README.md,,CONTRIBUTING.md,LICENSE.md,,,,,2019-10-27 00:41:37 UTC,12,GitHub,,git,,,SharpLearning,mdabros,sharplearning,20394092
527,8855558,y,1,,shakespeare,benjaminaschultz/shakespeare,8.0,Identify relevant scientific papers with simple machine learning techniques,,https://github.com/benjaminaschultz/shakespeare,,GitHub,False,2014-02-22 23:56:44 UTC,2017-01-20 19:12:41 UTC,2014-05-20 15:00:30 UTC,646.0,Python,True,True,False,4.0,,0.0,master,2.0,17097770,,MIT,1,README.md,,,LICENSE,,,,,2016-05-27 13:40:05 UTC,4,GitHub,,,,,shakespeare,benjaminaschultz,shakespeare,8855558
528,36353497,y,1,,setka,RomanovMikeV/setka,14.0,Utilities for Neural Network training,"machine-learning,neural-networks,pytorch",https://github.com/RomanovMikeV/setka,,GitHub,False,2018-04-16 23:05:18 UTC,2019-12-18 15:31:25 UTC,2019-12-18 20:19:36 UTC,463.0,Python,True,True,False,4.0,,2.0,master,2.0,129816420,,MIT,1,README.md,,,LICENSE,,,,,2018-07-23 22:44:13 UTC,4,GitHub,,git,,,setka,RomanovMikeV,setka,36353497
529,2573497,y,1,,sentiment,vivekn/sentiment,338.0,Sentiment analysis using machine learning techniques.,,https://github.com/vivekn/sentiment,,GitHub,False,2012-10-19 08:15:52 UTC,2018-04-25 03:23:33 UTC,2015-12-19 19:22:07 UTC,158.0,Python,True,True,False,139.0,,8.0,master,33.0,6291757,,BSD-2-Clause,1,README.md,,,LICENSE.txt,,,,,2017-04-14 04:37:25 UTC,6,GitHub,,git,,,sentiment,vivekn,sentiment,2573497
530,21575780,y,1,,sentencepiece,google/sentencepiece,3438.0,Unsupervised text tokenizer for Neural Network-based text generation.,"natural-language-processing,neural-machine-translation,word-segmentation",https://github.com/google/sentencepiece,,GitHub,False,2017-03-07 10:03:48 UTC,2019-12-22 08:33:46 UTC,2019-12-15 15:39:09 UTC,25281.0,C++,True,False,False,419.0,,40.0,master,93.0,84183882,,Apache-2.0,33,README.md,,CONTRIBUTING.md,LICENSE,,,,,2019-12-16 15:55:07 UTC,11,GitHub,,git,,,sentencepiece,google,sentencepiece,21575780
531,31205125,y,1,,seldoncore,SeldonIO/seldon-core,1296.0,Machine Learning Deployment for Kubernetes,"aiops,deployment,kubernetes,machine-learning,machine-learning-operations,mlops,production-machine-learning,serving",https://github.com/SeldonIO/seldon-core,https://seldon.io/,GitHub,False,2017-12-20 14:51:54 UTC,2019-12-18 15:42:36 UTC,2019-12-18 15:36:07 UTC,48868.0,Python,True,True,False,267.0,,93.0,master,58.0,114898943,,Apache-2.0,55,readme.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-12-18 15:42:36 UTC,9,GitHub,,git,,,seldon-core,SeldonIO,seldon core,31205125
532,20861347,y,1,,sdp,tansey/sdp,5.0,Deep nonparametric estimation of discrete conditional distributions via smoothed dyadic partitioning,"deep-learning,density-estimation,machine-learning-algorithms,probability-distribution,tensorflow,tensorflow-models",https://github.com/tansey/sdp,,GitHub,False,2017-02-23 19:54:04 UTC,2018-03-09 09:34:39 UTC,2017-04-19 22:26:00 UTC,3555.0,Python,True,True,False,1.0,,0.0,master,3.0,82965598,,,0,t,f,f,f,f,f,f,,2017-02-23 21:45:23 UTC,3,GitHub,,git,,,sdp,tansey,sdp,20861347
533,25352847,y,1,,sdc,IntelPython/sdc,557.0,A compiler-based big data framework in Python,"big-data,compilers,machine-learning,numpy,pandas,parallel-computing,python",https://github.com/IntelPython/sdc,https://intellabs.github.io/hpat-doc/,GitHub,False,2017-06-01 16:59:41 UTC,2019-10-31 23:53:17 UTC,2019-10-31 23:53:15 UTC,11164.0,Python,True,True,False,52.0,,46.0,master,30.0,93080202,,BSD-2-Clause,1,README.rst,,,,,,,,2017-06-19 16:40:26 UTC,8,GitHub,,git,,,sdc,IntelPython,sdc,25352847
534,22736561,y,1,,sda,snipsco/sda,11.0,Secure distributed aggregation of high-dimensional vectors,"cryptography,homomorphic-encryption,machine-learning,privacy,secret-sharing,secure-computation,statistics",https://github.com/snipsco/sda,https://snipsco.github.io/sda/,GitHub,False,2017-02-06 12:08:15 UTC,2017-11-25 06:04:01 UTC,2017-03-31 13:51:43 UTC,1044.0,Rust,True,True,True,3.0,,0.0,dev,22.0,81083419,,Other,2,README.md,,,LICENSE,,,,,2017-11-25 06:04:00 UTC,4,GitHub,,git,,,sda,snipsco,sda,22736561
535,15141670,y,1,,screeps,TooAngel/screeps,332.0,Artificial intelligence for screeps,"ai,game,screeps",https://github.com/TooAngel/screeps,https://screeps.com/,GitHub,False,2015-08-11 08:01:12 UTC,2020-01-01 06:33:52 UTC,2020-01-01 04:51:09 UTC,3005.0,JavaScript,True,False,True,105.0,,36.0,master,30.0,40529356,,AGPL-3.0,31,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2020-01-01 06:33:52 UTC,8,GitHub,,git,,,screeps,TooAngel,screeps,15141670
536,845049,y,1,,scikitlearn,scikit-learn/scikit-learn,38756.0,scikit-learn: machine learning in Python,"data-analysis,data-science,machine-learning,python,statistics",https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/,GitHub,False,2010-08-17 09:43:38 UTC,2020-01-02 17:27:28 UTC,2020-01-02 17:03:02 UTC,114615.0,Python,True,True,False,18965.0,,2047.0,master,2259.0,843222,,Other,764,README.rst,,CONTRIBUTING.md,COPYING,,,,,2019-12-03 10:13:45 UTC,20,GitHub,,git,,,scikit-learn,scikit-learn,scikit learn,845049
537,15262119,y,1,,sarah,semicode-ltd/sarah,183.0,Terminal Assistant For SemiCode OS,"assistant,linux,nlp-machine-learning,sarah,semicode-os",https://github.com/semicode-ltd/sarah,http://semicodeos.com/sarah/,GitHub,False,2016-04-04 17:11:32 UTC,2018-03-17 12:55:29 UTC,2017-06-12 11:12:53 UTC,86.0,Python,True,True,False,70.0,,1.0,master,36.0,55429780,,GPL-2.0,2,README.md,,,LICENSE,,,,,2016-10-29 22:44:38 UTC,6,GitHub,,git,,,sarah,semicode-ltd,sarah,15262119
538,5202037,y,1,,sail,uiuc-ischool-scanr/SAIL,6.0,Sentiment Analysis with Incremental Learning,"incremental-learning,interactive-visualizations,machine-learning-algorithms,sentiment-analysis,user-interface",https://github.com/uiuc-ischool-scanr/SAIL,,GitHub,False,2015-06-15 21:39:20 UTC,2017-11-16 06:02:22 UTC,2016-12-14 21:02:23 UTC,21952.0,Java,True,True,False,5.0,,0.0,master,6.0,37492802,,GPL-2.0,2,README.txt,,,LICENSE_GNU_GPLv3.txt,,,,,,4,GitHub,,git,,,SAIL,uiuc-ischool-scanr,sail,5202037
539,33142424,y,1,,sagan,xinario/SAGAN,7.0,Sharpness-aware Low Dose CT Denoising Using Conditional Generative Adversarial Network,"computed-tomography,convolutional-neural-networks,deep-learning,denoising,gan,generative-adversarial-network,image-to-image-translation,low-dose",https://github.com/xinario/SAGAN,,GitHub,False,2017-09-28 16:04:02 UTC,2018-02-20 10:40:55 UTC,2017-10-11 00:08:39 UTC,226.0,Lua,True,True,False,2.0,,0.0,master,1.0,105169515,,,1,README.md,,,,,,,,2018-02-20 10:40:55 UTC,3,GitHub,,git,,,SAGAN,xinario,sagan,33142424
541,29142799,y,1,,rumale,yoshoku/rumale,403.0,Rumale is a machine learning library in Ruby,"artificial-intelligence,data-analysis,data-science,machine-learning,ruby,rubyml",https://github.com/yoshoku/rumale,https://rubygems.org/gems/rumale/,GitHub,False,2017-09-30 13:24:56 UTC,2020-01-11 10:46:26 UTC,2020-01-11 10:44:47 UTC,883.0,Ruby,True,True,False,19.0,,1.0,master,19.0,105371532,,BSD-2-Clause,5,README.md,CHANGELOG.md,,LICENSE.txt,CODE_OF_CONDUCT.md,,,,2020-01-11 10:46:26 UTC,8,GitHub,,git,,,rumale,yoshoku,rumale,29142799
543,15919748,y,1,,rosie,okfn-brasil/rosie,423.0,🤖 Python application responsible for Serenata de Amor's intelligence,"artificial-intelligence,data-science,machine-learning",https://github.com/okfn-brasil/rosie,,GitHub,False,2016-11-16 20:30:40 UTC,2018-02-10 02:03:58 UTC,2018-02-05 13:54:29 UTC,292.0,Python,True,False,False,92.0,,14.0,master,65.0,73958414,,MIT,1,README.md,,,LICENSE,,,,,2016-11-17 04:02:19 UTC,7,GitHub,,git,,,rosie,okfn-brasil,rosie,15919748
544,1975658,y,1,,root,root-project/root,989.0,"The official repository for ROOT: analyzing, storing and visualizing big data, scientifically","analysis,c-plus-plus,geometry,interpreter,machine-learning,mathematics,parallel,python,root,statistics,visualization",https://github.com/root-project/root,https://root.cern/,GitHub,False,2013-06-27 10:46:59 UTC,2019-10-24 18:50:04 UTC,2019-10-25 12:03:16 UTC,753949.0,C++,False,False,False,644.0,,96.0,master,94.0,10994345,,Other,205,README.md,,CONTRIBUTING.md,LICENSE,,,,,2019-04-05 19:17:26 UTC,8,GitHub,,git,,,root,root-project,root,1975658
545,40247662,y,1,,rocket,angus924/rocket,16.0,ROCKET: Exceptionally fast and accurate time series classification using random convolutional kernels,"convolution,convolutional-kernel,convolutional-neural-network,random,scalable,time-series-classification",https://github.com/angus924/rocket,,GitHub,False,2019-10-21 00:24:29 UTC,2019-11-08 17:13:48 UTC,2019-11-08 09:29:04 UTC,48.0,Python,True,True,False,4.0,,2.0,master,4.0,216446262,,GPL-3.0,1,README.md,,,LICENSE,,,,,2019-11-08 17:18:53 UTC,4,GitHub,,git,,,rocket,angus924,rocket,40247662
546,38166515,y,1,,robin,masyagin1998/robin,14.0,RObust document image BINarization,"computer-vision,deep-learning,document-binarization,keras,neural-networks,ocr,opencv,python,u-net",https://github.com/masyagin1998/robin,,GitHub,False,2018-10-25 15:57:31 UTC,2019-03-07 08:02:40 UTC,2019-02-24 08:23:21 UTC,25973.0,Python,True,True,False,2.0,,0.0,master,0.0,154698834,,MIT,1,README.md,,,LICENSE,,,,,2019-03-07 08:02:40 UTC,4,GitHub,,git,,,robin,masyagin1998,robin,38166515
547,40428954,y,1,,rls,StepNeverStop/RLs,12.0,"Reinforcement Learning Algorithms：SAC, TD3","gym,reinfocement-learning,tensorflow,training-agents,unity3d",https://github.com/StepNeverStop/RLs,https://stepneverstop.github.io/,GitHub,False,2019-04-25 16:44:54 UTC,2019-11-14 10:29:42 UTC,2019-11-14 10:20:49 UTC,6054.0,Python,True,True,False,7.0,,2.0,master,1.0,183474075,,Apache-2.0,2,README.md,,,LICENSE,,,,,2019-11-14 10:29:41 UTC,6,GitHub,,git,,,RLs,StepNeverStop,rls,40428954
548,17777447,y,1,,rivescript,aichaos/rivescript,7.0,RiveScript is a scripting language for authoring chatbots.,"ai,aiml,alice,artificial-intelligence,bot,bots,chatbot,chatbots,eliza,rivescript",https://github.com/aichaos/rivescript,https://rivescript.com/,GitHub,False,2016-12-27 23:15:45 UTC,2019-01-03 03:12:34 UTC,2016-12-27 23:16:00 UTC,56.0,,True,True,False,1.0,,2.0,master,1.0,77488067,,MIT,0,,,,,,,,,2016-12-27 23:18:32 UTC,4,GitHub,,git,,,rivescript,aichaos,rivescript,17777447
549,30976363,y,1,,riseml,riseml/riseml,23.0,Scalable deep learning environment based on Kubernetes,"deep-learning,gpu,kubernetes",https://github.com/riseml/riseml,https://riseml.com/,GitHub,False,2017-10-26 09:02:37 UTC,2018-03-22 13:49:19 UTC,2017-11-13 16:42:03 UTC,20.0,,True,False,False,0.0,,0.0,master,4.0,108387389,,,4,README.md,,CONTRIBUTING.md,,,,,,2017-12-13 16:09:53 UTC,4,GitHub,,git,,,riseml,riseml,riseml,30976363
550,37544204,y,1,,rhino,Picovoice/rhino,283.0,On-device speech-to-intent engine powered by deep learning,"android,cortex-a,cortex-m,ios,iot,natural-language,natural-language-understanding,raspberry-pi,speech-recognition,speech-to-text,voice-as-an-interface,voice-commands",https://github.com/Picovoice/rhino,https://picovoice.ai/,GitHub,False,2018-10-28 05:34:00 UTC,2019-11-21 23:56:06 UTC,2019-11-20 05:05:07 UTC,17344.0,C,True,True,False,25.0,,1.0,master,13.0,155038855,,Apache-2.0,2,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-11-21 23:56:06 UTC,6,GitHub,,git,,,rhino,Picovoice,rhino,37544204
551,7503552,y,1,,rex,malcolmgreaves/rex,16.0,"REx: Relation Extraction. Modernized re-write of the code in the master's thesis: ""Relation Extraction using Distant Supervision, SVMs, and Probabalistic First-Order Logic""","machine-learning,natural-language-processing,relation-extraction,scala",https://github.com/malcolmgreaves/rex,,GitHub,False,2015-02-25 19:41:46 UTC,2018-02-20 09:53:26 UTC,2018-03-07 02:35:45 UTC,167.0,Scala,True,True,False,4.0,,2.0,master,3.0,31332291,,Apache-2.0,1,README.md,,,LICENSE,,,,,2017-11-25 05:11:22 UTC,5,GitHub,,git,,,rex,malcolmgreaves,rex,7503552
552,3164775,y,1,,retrolearningenvironment,nadavbh12/Retro-Learning-Environment,171.0,The Retro Learning Environment (RLE) -- a learning framework for AI,"dqn,game-engine,machine,machine-learning,reinforcement-learning",https://github.com/nadavbh12/Retro-Learning-Environment,,GitHub,False,2015-11-11 10:26:28 UTC,2018-10-24 08:56:24 UTC,2018-06-06 09:52:54 UTC,5218.0,C++,True,True,False,38.0,,5.0,master,20.0,45974977,,Other,12,README-SDL.txt,ChangeLog,,License.txt,,,,,2018-10-24 08:56:21 UTC,7,GitHub,,git,,,Retro-Learning-Environment,nadavbh12,retro learning environment,3164775
